ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
10416,F,Flight,5,4,259.0,6,low,M,1.0,1206.0,1
10417,D,Flight,5,2,263.0,6,low,F,6.0,1511.0,1
10418,F,Flight,3,1,158.0,5,low,M,9.0,1537.0,1
10419,A,Flight,5,3,270.0,5,low,F,1.0,1568.0,1
10420,B,Flight,2,1,238.0,4,medium,F,4.0,4780.0,0
10421,C,Flight,4,1,265.0,3,medium,M,3.0,5177.0,0
10422,F,Flight,4,3,207.0,2,medium,M,4.0,5227.0,1
10423,D,Flight,3,2,257.0,3,medium,M,9.0,5236.0,0
10424,F,Flight,3,3,252.0,2,high,M,1.0,5707.0,1
10425,A,Flight,5,5,272.0,2,low,M,1.0,4883.0,1
10426,B,Flight,3,4,180.0,6,medium,F,3.0,5605.0,0
10427,C,Flight,5,4,217.0,2,low,M,2.0,5469.0,1
10428,F,Flight,3,4,149.0,3,medium,F,3.0,4540.0,0
10429,D,Flight,4,5,185.0,2,low,F,4.0,5428.0,0
10430,F,Ship,5,4,222.0,3,medium,M,8.0,5559.0,1
10431,A,Ship,4,2,180.0,3,medium,M,6.0,4417.0,0
10432,B,Ship,4,2,156.0,3,medium,M,5.0,4946.0,1
10433,C,Ship,3,3,241.0,3,medium,F,10.0,5275.0,1
10434,F,Ship,4,2,170.0,10,medium,F,4.0,4696.0,1
10435,D,Ship,3,5,286.0,6,high,M,8.0,4777.0,0
10436,F,Ship,3,3,232.0,5,medium,M,10.0,5580.0,0
10437,A,Ship,5,4,171.0,3,low,F,1.0,5011.0,0
10438,B,Ship,4,4,146.0,10,low,M,1.0,4351.0,0
10439,C,Ship,4,1,189.0,10,medium,F,2.0,4505.0,1
10440,F,Ship,2,5,235.0,3,high,F,10.0,5775.0,1
10441,D,Ship,4,4,187.0,3,high,M,6.0,4567.0,0
10442,F,Ship,3,4,166.0,3,high,M,6.0,4247.0,0
10443,A,Ship,4,3,264.0,6,medium,F,7.0,1178.0,1
10444,B,Ship,5,3,243.0,6,low,F,10.0,1078.0,1
10445,C,Ship,5,2,245.0,5,low,M,8.0,1528.0,0
10446,F,Ship,5,5,239.0,6,low,M,9.0,1417.0,1
10447,D,Ship,4,5,248.0,5,low,F,6.0,1754.0,0
10448,F,Ship,6,5,268.0,4,low,M,7.0,1600.0,1
10449,A,Ship,6,4,271.0,4,low,F,6.0,1091.0,0
10450,B,Ship,4,3,233.0,5,low,M,5.0,1799.0,1
10451,C,Ship,5,1,245.0,5,low,M,7.0,1038.0,0
10452,F,Ship,5,5,248.0,5,medium,F,1.0,1945.0,1
10453,D,Ship,5,5,234.0,5,medium,M,9.0,1812.0,0
10454,F,Ship,4,3,259.0,5,medium,M,2.0,1574.0,0
10455,A,Ship,5,5,259.0,6,low,M,5.0,1382.0,1
10456,B,Ship,5,1,263.0,6,low,F,3.0,1665.0,1
10457,C,Ship,5,4,217.0,6,medium,M,6.0,1483.0,1
10458,F,Ship,4,3,242.0,6,low,M,5.0,1411.0,0
10459,D,Ship,4,4,255.0,6,low,F,2.0,1430.0,1
10460,F,Ship,2,3,277.0,3,medium,F,1.0,1738.0,0
10461,A,Ship,4,2,267.0,5,low,M,3.0,1933.0,1
10462,B,Ship,5,4,260.0,5,low,M,5.0,1370.0,0
10463,C,Ship,4,5,259.0,5,low,F,9.0,1951.0,1
10464,F,Ship,5,5,257.0,5,medium,F,6.0,1101.0,0
10465,D,Ship,5,1,228.0,5,low,F,2.0,1950.0,1
10466,F,Ship,5,1,255.0,6,low,F,3.0,1014.0,0
10467,A,Ship,5,5,262.0,6,low,M,10.0,1816.0,1
10468,B,Ship,5,1,262.0,5,medium,M,4.0,1196.0,0
10469,C,Ship,5,1,241.0,5,low,M,4.0,1348.0,1
10470,F,Ship,4,2,262.0,6,medium,F,4.0,1644.0,1
10471,D,Ship,4,2,263.0,6,medium,F,4.0,1644.0,0
10472,F,Ship,4,3,233.0,5,low,M,4.0,1668.0,0
10473,A,Ship,5,3,221.0,5,low,F,8.0,1109.0,0
10474,B,Ship,5,5,254.0,5,low,M,7.0,1967.0,0
10475,C,Ship,3,4,236.0,4,medium,M,2.0,1016.0,0
10476,F,Ship,5,1,258.0,5,high,F,9.0,1856.0,1
10477,D,Ship,4,2,223.0,5,medium,F,8.0,1559.0,1
10478,F,Ship,5,1,248.0,5,low,M,3.0,1642.0,1
10479,A,Ship,4,1,204.0,4,low,F,3.0,1667.0,0
10480,B,Ship,4,1,276.0,5,low,F,2.0,1246.0,0
10481,C,Ship,5,4,241.0,5,medium,M,1.0,1924.0,1
10482,F,Ship,5,4,263.0,5,low,M,5.0,1181.0,0
10483,D,Ship,5,2,265.0,5,medium,F,5.0,1864.0,0
10484,F,Ship,4,2,253.0,5,medium,F,3.0,1092.0,0
10485,A,Ship,5,1,257.0,5,high,F,2.0,1323.0,0
10486,B,Ship,4,2,259.0,6,medium,M,8.0,1096.0,1
10487,C,Ship,6,4,206.0,5,medium,F,10.0,1680.0,0
10488,F,Ship,5,2,254.0,5,medium,F,4.0,1030.0,0
10489,D,Ship,5,1,143.0,3,medium,F,3.0,4907.0,1
10490,F,Ship,3,2,169.0,2,low,M,6.0,4033.0,0
10491,A,Ship,3,1,194.0,4,low,F,8.0,4308.0,0
10492,B,Ship,4,5,248.0,3,low,M,7.0,5853.0,0
10493,C,Ship,4,1,153.0,3,medium,M,5.0,5952.0,0
10494,F,Ship,3,3,151.0,3,low,M,9.0,5082.0,0
10495,D,Ship,3,4,148.0,3,medium,M,7.0,4531.0,0
10496,F,Ship,4,2,214.0,6,medium,M,9.0,4736.0,1
10497,A,Ship,4,1,251.0,2,low,F,2.0,4839.0,1
10498,B,Ship,2,3,136.0,3,low,M,10.0,4933.0,0
10499,C,Ship,3,4,247.0,3,medium,M,8.0,5792.0,0
10500,F,Ship,3,4,239.0,2,low,F,10.0,5674.0,1
10501,D,Ship,4,1,247.0,3,low,M,5.0,5636.0,1
10502,F,Ship,2,1,184.0,2,high,F,3.0,4331.0,0
10503,A,Ship,3,1,248.0,3,medium,M,7.0,5588.0,0
10504,B,Ship,5,5,244.0,3,medium,M,7.0,4078.0,1
10505,C,Ship,5,2,252.0,3,low,M,7.0,5058.0,0
10506,F,Ship,4,2,136.0,4,low,F,3.0,4190.0,0
10507,D,Ship,4,5,200.0,4,low,F,1.0,4885.0,0
10508,F,Ship,3,1,187.0,2,low,M,6.0,5448.0,0
10509,A,Ship,4,2,222.0,2,medium,M,10.0,5115.0,1
10510,B,Ship,3,4,247.0,2,low,M,2.0,4975.0,1
10511,C,Ship,3,2,195.0,2,high,M,2.0,4669.0,1
10512,F,Ship,4,3,190.0,2,low,F,7.0,5834.0,1
10513,D,Ship,4,5,226.0,2,low,M,10.0,4706.0,1
10514,F,Ship,3,4,205.0,3,low,F,7.0,4490.0,0
10515,A,Ship,4,1,225.0,3,medium,M,9.0,4242.0,1
10516,B,Ship,2,3,275.0,3,medium,M,10.0,4183.0,1
10517,C,Ship,3,4,154.0,2,high,F,2.0,4998.0,0
10518,F,Ship,5,5,141.0,3,low,M,4.0,4534.0,0
10519,D,Ship,3,2,198.0,2,medium,M,8.0,5889.0,0
10520,F,Ship,4,3,263.0,2,low,M,9.0,4210.0,0
10521,A,Ship,4,4,184.0,3,medium,F,9.0,4500.0,0
10522,B,Ship,3,2,221.0,2,medium,M,9.0,4466.0,0
10523,C,Road,3,5,259.0,3,medium,M,7.0,4480.0,1
10524,F,Road,4,4,238.0,4,high,M,1.0,5702.0,1
10525,D,Road,3,5,188.0,3,high,F,6.0,4234.0,1
10526,F,Road,3,2,164.0,2,medium,F,3.0,4666.0,0
10527,A,Road,4,1,204.0,6,low,M,1.0,4943.0,0
10528,B,Road,5,5,237.0,3,medium,M,5.0,4285.0,1
10529,C,Road,6,1,235.0,6,medium,M,3.0,5591.0,0
10530,F,Road,3,2,235.0,2,medium,F,9.0,5116.0,0
10531,D,Road,3,5,263.0,3,medium,M,4.0,4081.0,1
10532,F,Road,5,4,236.0,4,medium,M,6.0,4457.0,0
10533,A,Road,5,2,146.0,2,low,M,2.0,4075.0,0
10534,B,Road,3,2,188.0,3,medium,M,8.0,5709.0,0
10535,C,Road,5,1,152.0,3,medium,F,3.0,5981.0,0
10536,F,Road,4,1,211.0,3,medium,F,7.0,4083.0,1
10537,D,Road,4,3,195.0,3,low,M,1.0,4236.0,1
10538,F,Road,4,4,180.0,4,medium,F,7.0,5609.0,1
10539,A,Road,3,2,213.0,6,medium,M,9.0,5418.0,1
10540,B,Road,4,1,171.0,3,medium,M,10.0,5971.0,0
10541,C,Road,3,5,253.0,4,medium,F,5.0,4761.0,1
10542,F,Road,5,4,228.0,4,low,F,8.0,4831.0,1
10543,D,Road,3,4,158.0,2,low,M,8.0,4086.0,0
10544,F,Road,3,5,158.0,3,low,M,10.0,4861.0,0
10545,A,Flight,4,1,195.0,2,low,F,3.0,4165.0,0
10546,B,Flight,5,1,202.0,4,low,F,2.0,5748.0,0
10547,C,Flight,4,4,209.0,3,medium,M,7.0,4717.0,1
10548,F,Flight,2,5,156.0,5,medium,M,7.0,5780.0,0
10549,D,Flight,3,4,199.0,3,medium,M,10.0,4925.0,1
10550,F,Flight,6,2,205.0,5,high,M,6.0,4756.0,0
10551,A,Flight,6,3,165.0,4,low,F,10.0,5965.0,0
10552,B,Flight,5,3,119.0,2,low,M,8.0,5290.0,1
10553,C,Flight,3,1,185.0,2,medium,F,9.0,4316.0,0
10554,F,Flight,6,3,178.0,5,low,F,5.0,4567.0,0
10555,D,Flight,4,3,248.0,3,medium,F,5.0,4667.0,0
10556,F,Flight,3,5,190.0,3,medium,M,4.0,5069.0,0
10557,A,Flight,4,1,227.0,3,high,M,8.0,4795.0,0
10558,B,Flight,4,2,255.0,5,low,F,6.0,4053.0,0
10559,C,Flight,3,5,214.0,2,medium,F,4.0,4077.0,1
10560,F,Flight,4,5,134.0,3,medium,M,3.0,5000.0,1
10561,D,Flight,3,4,216.0,3,low,F,3.0,5817.0,0
10562,F,Flight,2,4,183.0,2,low,M,5.0,5335.0,1
10563,A,Flight,3,5,190.0,5,high,F,7.0,4457.0,0
10564,B,Flight,4,5,219.0,2,low,M,4.0,4197.0,1
10565,C,Flight,3,2,207.0,2,medium,F,10.0,4070.0,1
10566,F,Flight,5,4,135.0,4,medium,M,4.0,4541.0,0
10567,D,Ship,3,4,254.0,2,medium,M,2.0,5957.0,0
10568,F,Ship,3,5,233.0,4,low,F,9.0,4541.0,0
10569,A,Ship,4,4,233.0,3,low,F,5.0,5421.0,0
10570,B,Ship,4,4,156.0,2,low,F,5.0,5216.0,0
10571,C,Ship,5,1,262.0,2,medium,M,4.0,5761.0,0
10572,F,Ship,3,1,201.0,3,medium,F,8.0,4315.0,0
10573,D,Ship,5,1,208.0,2,low,F,9.0,4887.0,0
10574,F,Ship,3,1,174.0,3,low,F,9.0,4380.0,1
10575,A,Ship,3,2,144.0,4,medium,M,8.0,4867.0,1
10576,B,Ship,4,3,184.0,3,low,F,5.0,4712.0,1
10577,C,Ship,3,5,196.0,3,low,F,5.0,4891.0,0
10578,F,Ship,6,3,251.0,4,low,M,10.0,4889.0,1
10579,D,Ship,4,4,160.0,3,low,M,1.0,4770.0,0
10580,F,Ship,5,2,176.0,4,low,M,10.0,5532.0,0
10581,A,Ship,3,1,235.0,3,low,F,9.0,5735.0,0
10582,B,Ship,4,2,152.0,4,medium,F,3.0,4006.0,0
10583,C,Ship,4,3,184.0,4,low,M,4.0,4030.0,1
10584,F,Ship,3,2,209.0,2,low,M,5.0,5713.0,0
10585,D,Ship,5,5,187.0,3,medium,F,5.0,4613.0,0
10586,F,Ship,4,4,160.0,5,low,M,6.0,4055.0,0
10587,A,Ship,4,2,258.0,3,low,F,5.0,5393.0,1
10588,B,Ship,3,5,166.0,3,medium,F,9.0,5275.0,1
10589,C,Ship,4,1,193.0,3,low,F,3.0,5919.0,0
10590,F,Ship,3,2,167.0,2,low,M,3.0,4722.0,1
10591,D,Ship,4,5,272.0,2,medium,M,9.0,5055.0,1
10592,F,Ship,4,2,222.0,2,low,M,1.0,5028.0,1
10593,A,Ship,5,5,189.0,3,low,F,10.0,5554.0,1
10594,B,Ship,2,5,188.0,2,medium,F,9.0,4610.0,0
10595,C,Ship,3,2,183.0,2,medium,F,6.0,4313.0,1
10596,F,Ship,4,5,183.0,2,low,F,1.0,4741.0,0
10597,D,Ship,3,1,167.0,3,low,F,4.0,5943.0,1
10598,F,Ship,2,2,258.0,3,medium,F,3.0,5365.0,1
10599,A,Ship,4,2,177.0,3,medium,M,5.0,5757.0,0
10600,B,Ship,3,1,226.0,3,medium,F,8.0,5000.0,0
10601,C,Ship,5,1,240.0,5,medium,F,5.0,4144.0,0
10602,F,Ship,3,3,158.0,3,low,F,6.0,5261.0,1
10603,D,Ship,5,2,176.0,4,low,M,1.0,5810.0,0
10604,F,Ship,6,4,230.0,4,low,M,3.0,4736.0,1
10605,A,Ship,4,2,238.0,3,low,F,3.0,5265.0,1
10606,B,Ship,5,2,254.0,3,low,F,9.0,5714.0,1
10607,C,Ship,4,4,209.0,3,high,F,5.0,5979.0,0
10608,F,Ship,4,3,245.0,4,medium,F,5.0,4660.0,0
10609,D,Ship,3,1,133.0,3,low,F,10.0,5640.0,0
10610,F,Ship,4,4,233.0,2,high,F,1.0,5320.0,0
10611,A,Ship,3,1,257.0,4,low,M,8.0,4692.0,1
10612,B,Ship,5,3,262.0,5,low,M,7.0,4157.0,0
10613,C,Ship,5,2,252.0,3,low,M,6.0,4013.0,1
10614,F,Ship,3,3,231.0,3,low,F,3.0,4649.0,1
10615,D,Ship,3,5,228.0,4,low,F,7.0,4068.0,1
10616,F,Ship,3,2,100.0,4,low,F,10.0,5163.0,0
10617,A,Ship,4,2,253.0,3,medium,F,7.0,5813.0,1
10618,B,Ship,3,4,160.0,3,medium,M,3.0,5662.0,0
10619,C,Ship,6,3,153.0,6,medium,F,7.0,4975.0,1
10620,F,Ship,4,1,270.0,2,low,M,4.0,4369.0,0
10621,D,Ship,4,3,156.0,3,medium,F,8.0,4701.0,1
10622,F,Ship,4,1,132.0,2,medium,M,1.0,5025.0,1
10623,A,Ship,5,5,98.0,2,medium,M,2.0,4125.0,1
10624,B,Ship,5,5,161.0,3,high,F,7.0,5338.0,1
10625,C,Ship,4,1,258.0,3,medium,M,10.0,5916.0,0
10626,F,Ship,3,2,228.0,2,medium,M,2.0,5640.0,0
10627,D,Ship,5,4,180.0,2,low,F,9.0,5208.0,0
10628,F,Ship,3,5,136.0,3,medium,F,7.0,4147.0,0
10629,A,Ship,3,3,228.0,2,low,M,5.0,4470.0,0
10630,B,Ship,4,5,274.0,4,low,M,3.0,5145.0,0
10631,C,Ship,3,2,208.0,2,low,F,6.0,5344.0,0
10632,F,Ship,4,2,230.0,3,high,F,5.0,5888.0,0
10633,D,Ship,2,3,273.0,4,low,M,3.0,5079.0,0
10634,F,Ship,5,1,253.0,2,medium,M,3.0,5159.0,1
10635,A,Ship,3,1,241.0,3,low,F,10.0,4120.0,0
10636,B,Ship,4,2,205.0,2,medium,M,10.0,4641.0,1
10637,C,Ship,5,5,132.0,3,low,F,2.0,5552.0,0
10638,F,Ship,5,4,151.0,3,low,F,10.0,4611.0,0
10639,D,Ship,4,3,163.0,4,medium,M,5.0,5593.0,0
10640,F,Ship,3,3,176.0,8,medium,F,1.0,4895.0,1
10641,A,Ship,3,5,169.0,3,low,M,1.0,4636.0,1
10642,B,Ship,3,4,133.0,4,low,F,10.0,4571.0,0
10643,C,Ship,5,3,184.0,5,low,M,3.0,5219.0,1
10644,F,Ship,2,4,258.0,3,medium,M,3.0,4811.0,0
10645,D,Ship,2,2,237.0,5,low,F,6.0,4622.0,1
10646,F,Ship,4,3,260.0,3,medium,F,4.0,5770.0,1
10647,A,Ship,3,2,159.0,2,medium,M,8.0,4326.0,0
10648,B,Ship,3,3,223.0,10,low,F,7.0,4273.0,1
10649,C,Ship,3,3,207.0,10,low,F,7.0,4423.0,0
10650,F,Ship,4,5,261.0,10,low,M,7.0,5208.0,0
10651,D,Ship,4,4,239.0,3,medium,F,7.0,5297.0,1
10652,F,Ship,3,4,222.0,3,low,M,6.0,5819.0,0
10653,A,Ship,3,2,143.0,4,low,F,3.0,5845.0,0
10654,B,Ship,2,2,157.0,3,medium,F,9.0,4547.0,1
10655,C,Ship,5,1,251.0,4,low,M,1.0,5011.0,1
10656,F,Ship,4,4,255.0,6,low,M,5.0,1708.0,1
10657,D,Ship,2,5,277.0,3,medium,M,6.0,1032.0,0
10658,F,Ship,4,5,267.0,5,low,M,7.0,1983.0,0
10659,A,Ship,5,4,260.0,5,low,F,2.0,1178.0,1
10660,B,Road,4,4,259.0,5,low,F,5.0,1065.0,1
10661,C,Road,5,1,257.0,5,medium,F,8.0,1128.0,1
10662,F,Road,5,1,228.0,5,low,F,4.0,1316.0,0
10663,D,Road,5,2,255.0,6,low,M,6.0,1610.0,0
10664,F,Road,5,4,262.0,6,low,M,3.0,1700.0,0
10665,A,Road,5,2,262.0,5,medium,M,1.0,1483.0,0
10666,B,Road,5,1,241.0,5,low,F,1.0,1146.0,0
10667,C,Road,4,5,262.0,6,medium,M,1.0,1249.0,0
10668,F,Road,4,3,263.0,6,medium,M,8.0,1123.0,1
10669,D,Road,4,4,233.0,5,low,F,10.0,1173.0,1
10670,F,Road,5,2,221.0,5,low,F,2.0,1855.0,0
10671,A,Road,5,3,254.0,5,low,M,10.0,1501.0,1
10672,B,Road,3,1,236.0,4,medium,F,10.0,1551.0,0
10673,C,Road,5,2,258.0,5,high,M,6.0,1059.0,0
10674,F,Road,4,2,223.0,5,medium,M,3.0,1395.0,1
10675,D,Road,3,4,208.0,2,low,F,3.0,5811.0,1
10676,F,Road,4,3,230.0,3,high,F,1.0,5114.0,1
10677,A,Road,2,4,273.0,4,low,F,7.0,4743.0,1
10678,B,Road,5,2,253.0,2,medium,F,9.0,5530.0,0
10679,C,Road,3,3,241.0,3,low,F,6.0,5261.0,0
10680,F,Road,4,4,205.0,2,medium,F,8.0,5876.0,0
10681,D,Road,5,3,132.0,3,low,M,7.0,4462.0,1
10682,F,Flight,5,4,151.0,3,low,F,4.0,5522.0,0
10683,A,Flight,4,2,163.0,4,medium,F,5.0,5751.0,0
10684,B,Flight,3,3,176.0,8,medium,M,10.0,4376.0,1
10685,C,Flight,3,5,169.0,3,low,F,4.0,5659.0,0
10686,F,Flight,3,5,133.0,4,low,M,10.0,4151.0,0
10687,D,Flight,5,4,184.0,5,low,F,5.0,4782.0,0
10688,F,Flight,2,4,258.0,3,medium,M,7.0,5736.0,0
10689,A,Flight,2,2,237.0,5,low,M,8.0,4461.0,0
10690,B,Flight,4,1,260.0,3,medium,M,6.0,4816.0,0
10691,C,Flight,3,3,159.0,2,medium,F,6.0,5269.0,0
10692,F,Flight,3,4,223.0,10,low,F,9.0,4337.0,0
10693,D,Flight,3,4,207.0,10,low,F,6.0,5856.0,0
10694,F,Flight,4,3,261.0,10,low,F,6.0,4347.0,1
10695,A,Flight,4,3,239.0,3,medium,M,7.0,5511.0,1
10696,B,Flight,3,5,222.0,3,low,F,10.0,5185.0,1
10697,C,Flight,3,1,143.0,4,low,M,6.0,5474.0,0
10698,F,Flight,2,5,157.0,3,medium,F,4.0,4888.0,0
10699,D,Flight,5,4,251.0,4,low,M,8.0,4190.0,1
10700,F,Flight,4,4,255.0,6,low,F,9.0,1322.0,0
10701,A,Flight,2,5,277.0,3,medium,F,6.0,1057.0,0
10702,B,Flight,4,2,267.0,5,low,F,2.0,1876.0,0
10703,C,Flight,5,5,260.0,5,low,F,2.0,1128.0,0
10704,F,Ship,4,3,259.0,5,low,M,6.0,1867.0,1
10705,D,Ship,5,1,257.0,5,medium,M,1.0,1619.0,0
10706,F,Ship,5,4,228.0,5,low,M,9.0,1044.0,0
10707,A,Ship,5,4,255.0,6,low,M,4.0,1255.0,1
10708,B,Ship,5,2,262.0,6,low,F,7.0,1774.0,0
10709,C,Ship,5,1,262.0,5,medium,F,9.0,1893.0,0
10710,F,Ship,5,1,241.0,5,low,F,5.0,1116.0,1
10711,D,Ship,4,2,262.0,6,medium,F,2.0,1069.0,0
10712,F,Ship,4,3,263.0,6,medium,M,10.0,1345.0,1
10713,A,Ship,4,2,233.0,5,low,F,8.0,1097.0,0
10714,B,Ship,5,5,221.0,5,low,F,8.0,1123.0,1
10715,C,Ship,5,4,254.0,5,low,M,10.0,1350.0,0
10716,F,Ship,5,2,254.0,5,medium,F,4.0,1926.0,0
10717,D,Ship,5,2,224.0,5,low,F,2.0,1022.0,0
10718,F,Ship,4,3,225.0,5,low,F,10.0,1310.0,0
10719,A,Ship,5,2,246.0,5,low,F,4.0,1072.0,1
10720,B,Ship,5,5,221.0,6,medium,M,6.0,1429.0,0
10721,C,Ship,4,3,257.0,5,medium,F,9.0,1080.0,0
10722,F,Ship,5,1,234.0,5,medium,M,8.0,1837.0,0
10723,D,Ship,4,1,216.0,6,low,M,9.0,1678.0,1
10724,F,Ship,5,5,221.0,5,low,M,7.0,1958.0,1
10725,A,Ship,4,2,249.0,5,low,M,2.0,1195.0,0
10726,B,Ship,5,5,240.0,5,low,M,8.0,1750.0,1
10727,C,Ship,5,1,219.0,5,low,M,8.0,1419.0,1
10728,F,Ship,5,4,219.0,5,low,M,10.0,1363.0,1
10729,D,Ship,3,2,278.0,4,medium,M,7.0,1879.0,0
10730,F,Ship,5,4,232.0,5,medium,M,5.0,1861.0,0
10731,A,Ship,4,1,253.0,5,low,F,1.0,1235.0,0
10732,B,Ship,4,3,253.0,5,low,F,10.0,1464.0,0
10733,C,Ship,4,1,261.0,5,low,F,6.0,1129.0,0
10734,F,Ship,5,1,251.0,6,low,F,5.0,1827.0,0
10735,D,Ship,5,5,275.0,5,low,M,4.0,1646.0,0
10736,F,Ship,4,4,229.0,6,medium,F,8.0,1175.0,0
10737,A,Ship,5,3,257.0,5,medium,F,10.0,1812.0,0
10738,B,Ship,5,3,229.0,5,low,F,1.0,1424.0,0
10739,C,Ship,4,1,255.0,5,medium,F,1.0,1918.0,1
10740,F,Ship,5,3,242.0,5,low,F,9.0,1716.0,0
10741,D,Ship,4,3,192.0,4,low,F,3.0,1406.0,1
10742,F,Ship,5,3,218.0,5,medium,F,4.0,1433.0,0
10743,A,Ship,5,3,219.0,6,low,F,9.0,1019.0,0
10744,B,Ship,5,1,261.0,5,medium,M,3.0,1644.0,1
10745,C,Ship,5,4,236.0,5,medium,F,7.0,1017.0,0
10746,F,Ship,5,1,257.0,6,low,M,2.0,1258.0,1
10747,D,Ship,4,4,252.0,5,medium,M,1.0,1539.0,1
10748,F,Ship,4,2,232.0,5,medium,F,3.0,1500.0,0
10749,A,Ship,5,4,229.0,5,low,M,9.0,1069.0,1
10750,B,Ship,3,1,202.0,3,medium,M,5.0,1556.0,1
10751,C,Ship,4,5,228.0,5,medium,F,4.0,1618.0,0
10752,F,Ship,5,5,244.0,6,low,F,1.0,1222.0,0
10753,D,Ship,5,1,260.0,5,low,M,4.0,1257.0,0
10754,F,Ship,4,5,245.0,5,low,M,8.0,1841.0,0
10755,A,Ship,5,5,227.0,5,medium,M,5.0,1186.0,0
10756,B,Ship,4,1,300.0,5,medium,M,6.0,1027.0,0
10757,C,Ship,2,4,160.0,5,low,F,3.0,1645.0,0
10758,F,Ship,5,4,274.0,5,low,M,6.0,1969.0,0
10759,D,Ship,4,4,260.0,5,low,F,5.0,1952.0,1
10760,F,Ship,4,3,253.0,5,low,M,6.0,1367.0,1
10761,A,Ship,4,5,218.0,5,low,M,8.0,1574.0,1
10762,B,Ship,5,1,220.0,5,low,F,4.0,1156.0,1
10763,C,Ship,5,2,253.0,5,medium,M,6.0,1326.0,0
10764,F,Ship,5,1,259.0,5,low,F,7.0,1871.0,1
10765,D,Ship,5,1,235.0,5,low,M,4.0,1259.0,1
10766,F,Ship,5,1,274.0,5,low,F,2.0,1558.0,1
10767,A,Ship,5,2,264.0,5,medium,M,4.0,1318.0,0
10768,B,Ship,4,2,258.0,5,medium,F,1.0,1010.0,0
10769,C,Ship,4,1,237.0,5,medium,M,5.0,1154.0,1
10770,F,Ship,4,1,273.0,6,medium,M,1.0,1826.0,0
10771,D,Ship,4,1,249.0,6,medium,M,7.0,1415.0,1
10772,F,Ship,4,1,250.0,6,medium,F,7.0,1292.0,0
10773,A,Ship,4,4,229.0,5,medium,F,7.0,1716.0,1
10774,B,Ship,5,4,223.0,5,low,F,2.0,1713.0,0
10775,C,Ship,4,1,272.0,5,medium,F,1.0,1149.0,0
10776,F,Ship,5,3,230.0,5,low,M,7.0,1996.0,0
10777,D,Ship,5,2,226.0,6,low,F,5.0,1981.0,1
10778,F,Ship,5,5,263.0,5,medium,F,1.0,1114.0,1
10779,A,Ship,4,5,243.0,5,low,M,7.0,1243.0,1
10780,B,Ship,5,2,269.0,5,medium,F,9.0,1165.0,0
10781,C,Ship,4,4,234.0,5,low,M,7.0,1871.0,0
10782,F,Ship,4,2,267.0,5,medium,F,2.0,1307.0,1
10783,D,Ship,2,1,240.0,2,low,M,8.0,1144.0,1
10784,F,Ship,5,1,247.0,5,medium,F,8.0,1842.0,1
10785,A,Ship,5,3,137.0,4,low,F,2.0,1034.0,0
10786,B,Ship,5,1,248.0,5,medium,F,5.0,1861.0,0
10787,C,Ship,5,5,222.0,6,low,F,3.0,1861.0,0
10788,F,Ship,4,2,169.0,3,medium,F,7.0,1897.0,0
10789,D,Ship,4,3,241.0,5,low,M,6.0,1324.0,0
10790,F,Ship,6,3,136.0,3,low,F,10.0,1826.0,0
10791,A,Ship,4,4,224.0,5,medium,F,5.0,1184.0,0
10792,B,Ship,4,2,259.0,5,medium,M,7.0,1042.0,1
10793,C,Ship,6,1,260.0,3,low,F,4.0,1338.0,1
10794,F,Ship,4,2,217.0,5,medium,M,10.0,1744.0,0
10795,D,Ship,5,5,224.0,5,low,F,7.0,1505.0,0
10796,F,Ship,4,3,232.0,5,medium,F,8.0,1265.0,0
10797,A,Road,3,5,156.0,4,low,F,6.0,1015.0,0
10798,B,Road,4,2,251.0,6,low,F,3.0,1297.0,0
10799,C,Road,4,2,253.0,5,medium,F,9.0,1438.0,0
10800,F,Road,4,3,245.0,6,medium,M,2.0,1727.0,1
10801,D,Road,5,5,253.0,6,low,F,1.0,1300.0,0
10802,F,Road,5,3,234.0,5,low,M,7.0,1691.0,1
10803,A,Road,4,5,229.0,5,low,F,3.0,1954.0,0
10804,B,Road,5,2,250.0,5,low,F,9.0,1897.0,0
10805,C,Road,4,3,268.0,5,medium,M,7.0,1932.0,1
10806,F,Road,5,5,269.0,5,medium,F,3.0,1120.0,0
10807,D,Road,5,3,242.0,5,low,M,3.0,1276.0,1
10808,F,Road,5,5,223.0,6,medium,F,10.0,1711.0,0
10809,A,Road,2,4,155.0,5,low,M,9.0,1740.0,1
10810,B,Road,4,2,220.0,6,medium,M,10.0,1878.0,1
10811,C,Road,4,3,256.0,3,medium,M,3.0,4480.0,0
10812,F,Road,5,1,162.0,3,low,F,4.0,5869.0,1
10813,D,Road,3,3,139.0,3,low,F,7.0,5199.0,1
10814,F,Road,4,3,207.0,3,medium,F,5.0,4847.0,1
10815,A,Road,5,1,174.0,5,medium,F,6.0,4677.0,0
10816,B,Road,3,2,216.0,2,low,F,1.0,4350.0,1
10817,C,Road,3,3,176.0,3,medium,M,9.0,5575.0,0
10818,F,Road,4,3,223.0,2,low,F,3.0,5765.0,1
10819,D,Flight,4,1,135.0,4,low,F,5.0,5934.0,0
10820,F,Flight,4,4,249.0,3,medium,F,4.0,5809.0,1
